root_id,shared_t20_verified,helper_predecision_t80_verified,state_hash_t20,action_hash_t20
square:hb3p_stop_continue_formal:800014,True,True,c2fa0ffc0d9e20102c7f43678864045b7f28197e341ae78ae092002081d757d9,6669a88ba56ce8ad2717f08c6525eee79d93fef202ce0186e06d9d926aad5689
square:hb3p_stop_continue_formal:800015,True,True,62dcb5c3b8c07a5433a0b441605055c23a5f1859b4484e37ebae415a7038d5a3,350ed3b3426ca70c0937c785621b5d493c90e74ef16323eb9872001b0a424964
square:hb3p_stop_continue_formal:800016,True,True,990d1db8ef94213311361d47b4e9274a2608f499fbb6d665ff37a5663820fec4,8f325c7358cf16eaf0fb4909fc4d6cb2a0a4f10cc4c243f268240c267dbf68db
square:hb3p_stop_continue_formal:800017,True,True,2db7590a6709e5b8f9854291c94f71610d6e7d4ea988e350a8b242b3cc07400f,efef34855857ed90eaaef4425af585ab4a4263f79187378e611ceee62cc57f47
square:hb3p_stop_continue_formal:800018,True,True,5cd7f98dd47dea3aa10acd2627b24d9e840484d51bdc372de54360b42e26b1bf,cf835bb888a0446d277e68232cd1e07499a54a3c336ae772fb4a93cdc85653b3
square:hb3p_stop_continue_formal:800019,True,True,4a8bcb6f7957593dba01bbb0ac31af4e8607edca06398fb9ee6874559ec293eb,0f34ddecc28db7398c0dd07a965a6b52a7372053013f09e5e1684ff0442ae056
square:hb3p_stop_continue_formal:800020,True,True,737b65d96d4879d5d8184682f6bf6566636a667569435af0e198594e3d2f9cfe,1485992b1e45c98ea51da91c4edb2dea4ac8feff9df93e18d213e35b39e9f1cb
square:hb3p_stop_continue_formal:800021,True,True,13cc0c195b7323cf0a4f2ee557f25372d7f02b12cf5008ddae51a820e544b06e,f26ab7f46e23da1d2592d7c412824bcd8f0c1d2b3ec236346fd1ccdfb9124773
square:hb3p_stop_continue_formal:800022,True,True,49409ea1fa7781e56efeaad57531126ee8b96bcaa8277ffe16f647b1446d4b1d,96b1cb7996de178efc6431b90cfeac97871aa8a0ca9109c4e75013987c842d1d
square:hb3p_stop_continue_formal:800023,True,True,9e61b388d3ec1a76649ba599732500712f63adfb27891d0faa2e61260819d6e7,2b5a89740fa92c65ab56c768c8c2a1a2d2e19311fe5488ab6cdb1cdaa08cdaae
square:hb3p_stop_continue_formal:800024,True,True,536c620c900d57c58ebe51a745bb3e54366231ce1ff7dfe60b8c6f2eef6d2dd8,d601fa2b5ddb229baf08719ae2442660e4f233f3a87adc997dd8416140f71c41
square:hb3p_stop_continue_formal:800025,True,True,1223d6bdba8cd3688a1d4623760d72ef52d871758c7acdbc4d7b1483c0a1e27b,eea42af991eb62ae39faa74231a58484490d69b5f8ae7d9395db10839050893a
square:hb3p_stop_continue_formal:800026,True,True,ac5ee8efafb5db43ea55a4c5762e6601cc9ddb2d796e6008c747ea901c26575b,9157e0229fe60dcf7201f45b7daba29fc715d23cd8443bedc45592e453ad84f1
square:hb3p_stop_continue_formal:800027,True,True,a08fbb3576d5d63d08580e7daac623bd5e37f7a76338fbc09668a7a5b64fa13b,7a5e300fb39a7390f6805eda417d1bba59a5114d20d4e1fe1436204dad8b4909
square:hb3p_stop_continue_formal:800028,True,True,959e607e18b9eaf6b4f8235253eecc16f70d84363c955dd74578d2b0e7ab547c,6af410412be486a4dbcf76ff0f0cc4a3ce40635816c53325c4a734ce3cf4a2b0
square:hb3p_stop_continue_formal:800029,True,True,c3b31bf8a93265001c3a06798b20fa35265e1fed4d90f74e4e400c572e85a9ea,487a8b74f2a5bc725d1bba464997fc6c0ee73f885e2a5649d9e72c6f04a50aa3
square:hb3p_stop_continue_formal:800030,True,True,62caf09a061a6b5b44894ad2d117797b179c2e80219353bff157c14972aa5613,af85eba1f09352ed9b8ba3b0044fbf8c6a1c0b898dcd171cf02f766091c41e51
square:hb3p_stop_continue_formal:800031,True,True,0941cefa93f8d3d29b7db10751c88f121e4b4092ae724adf861b26443d67374e,d310f0dc3180a14fc89637ca039ba477f0d694d2f18c67bc84d3770a0af1bc31
square:hb3p_stop_continue_formal:800032,True,True,f7251bab4497855b1ae3548c5e3048066faabf268053ccf2fa74bf3f94a46293,b648d88182188de6f91b1c35ef3e153c49f70f7cf64cb37097688e03ebc160ac
square:hb3p_stop_continue_formal:800033,True,True,9b5325d93dde6eb2020f2e95d7cad52f25d618fd3515b3b92b6fee90cd6efa40,aae771c035c6fa9e345760133b8b85006b50cd0c14724a316beab705cb13cb42
square:hb3p_stop_continue_formal:800034,True,True,c9bf2b0fd1d2e141623ab39a69c74a72e5a9975f9253bb4189f062bcdd80fffc,f34e58c568b923cf5aea183970807a487974e27cad95379effd8d5ccf0d63065
square:hb3p_stop_continue_formal:800035,True,True,32b8c07d84f64d48d83ab2bfc1c6ac5111d05996116c29983fc43a1659f8c6cf,c79c16993e413dfc056cb14560f407fe0e811b9b7cbd5f74ded1b3c6ab1510c7
square:hb3p_stop_continue_formal:800036,True,True,4a4348796c00d27644e1e89d0ecd4116ec3304748286b81ce63d09324d5e2d4a,f633908c60b973c6a685c4a63f10ffed26d45dbf262218a9cf7f2774a9fd5c93
square:hb3p_stop_continue_formal:800037,True,True,1e3e2ff392904556dffa5eea461f02b5c1614c4c5b7d75d1e38275d3adb824ec,877dbba37f1a3742ca7a094535b46c6279e98eba09f76b63ef4545f358d6882b
square:hb3p_stop_continue_formal:800038,True,True,3ec0f02280090a4555c6004dd9ed9cff64733f551f1a66c4ab2e98a3b6aee228,4f41ee70eb3268c50c1b4d573c6628032423f6bc84ffd74097d57504df7e54d7
square:hb3p_stop_continue_formal:800039,True,True,bfd6b4906baa5d2ea2743771ee92924316c67b6f1cc504a7bbd696ef1d4fdfb6,1241279a32ae676d29fe095b71a8fe08b988c929aa7def6c2d8b5cd5b62b2f3e
square:hb3p_stop_continue_formal:800040,True,True,343b3fb4bdf661382676900318250cb2366c92f9003b5d8eb3b795440a123e7a,15860fcd6e10bdfedfd29b67b0eed2dfd01ea0453e50ace16c76cd21c4097a1e
square:hb3p_stop_continue_formal:800041,True,True,fd8a3efa87a3684fa7fce342d62c35c88fb5260acdb65c4714d00a26fd7d4ebc,79427524eb9c590ed14233c80fe2accbfea17a78ce99b33252517765e68d2134
square:hb3p_stop_continue_formal:800042,True,True,693df6b5a78c0fa0517981adefefe42251f4930db1a5bdd123a5c5cc06ed90f6,39946c57a1dfdab96ad43d5d44da6f6750272a93bb4922a0dfae6da873aec73f
square:hb3p_stop_continue_formal:800043,True,True,6788f0906e6f132ec6f899c6b14e532e0a419609a00cb1e2489a4715f1a4a0ee,75fc2521a468ac5d6c6cae4064e716deb659a7ff17e765092cc3939de15b6672
square:hb3p_stop_continue_formal:800044,True,True,94fb6b4c37b4eca204156c9c74f98fdb892988d3312da2735b81ca720d7d01fd,dd3fe30917da2c0b25aadd346561cf4a9d207db994025f1926ff56f840213983
square:hb3p_stop_continue_formal:800045,True,True,1bf7608e71bd3c0fd354de56cdb2ea2f42a6886d0e92c0be0dd3b03a46ae4f8c,ac6c07a46fed9e8d6f5c26c34398d0d886d5b12a602cdb9359e39d0b3851a09b
square:hb3p_stop_continue_formal:800046,True,True,4e296d2cd6ff9e4aeedaed0f925661300997340280fb140705db652e778b4200,d6d4c49156f73b38fd4062d6ba87f13b600747a84ce1e28c14184c27ed25e0cf
square:hb3p_stop_continue_formal:800047,True,True,7aee5da60b8f16084d04d7001430df21e00b3d7c1edcf909bec413bed5b9d5e9,e1c3902d1f3d7ee4095da9276d48754b402de8dc13e9efdfceb48a1129f97373
square:hb3p_stop_continue_formal:800048,True,True,6056657e59790e56aa8f1a1d1494841f6464172244ada5d25e6b21983de75470,34c30c43c013fb3fbb279b30d15992bf04aa0113d2baa1ed1acb7f94da6504ea
square:hb3p_stop_continue_formal:800049,True,True,38be7dc5ce4067f5a0a90781cf85ac7ed5ad49b94c1cbd01190c80b0311771b4,450d039c1779c6a8d701edc1e4a9468ab6e15da2fe965d00fe187633851be939
square:hb3p_stop_continue_formal:800050,True,True,7ea9fc0e71b877c56c1921084881d4d0695cdd2890f40196728ef040455ffa7d,f659ec5da105223137afe5c646af26d83e471a271bc61d5cfd456d7158838b61
square:hb3p_stop_continue_formal:800051,True,True,045c95c8db9ce1ddc13f747628d1e95cbb3f2be2710cbf7b9741ae4d783c76ec,19ecfb4a5c69868ca1da464214731085866711409f70be93f32af002c02c26c6
square:hb3p_stop_continue_formal:800052,True,True,c4bd17c5de031741ad3d9aba8191d321155021930bbc7d3d4764f332e4e4e17b,a7bca7c58fc186173dd8ba26e482b688301fcd3752cd995b97be0e31049c9ac4
square:hb3p_stop_continue_formal:800053,True,True,72a76dbda684b77849b158071afaeab2eb823634956361b3ffe819dc21e2a1a3,31bdcdb9b2cb9ae1058fc7674dbeb3932e44b2765cb8a36b723cd3ff8bb08c85
square:hb3p_stop_continue_formal:800054,True,True,f44f44897e062bbaefa4cb542f045c401b8dc2d5813693b41f081647a8f99c05,cf07cc8cf9222d6792db3b622a56452f385ea77ba126d9352ec06257d56eb3be
square:hb3p_stop_continue_formal:800055,True,True,b65eb860e9bea8860fbdb9478c919f09ad438e441dbbff286027d7a5d00b8132,7bbc76e4c67b1a4402c13f1eb1e61144bf9c43939c964ebbfdc9ade3969c7ac4
square:hb3p_stop_continue_formal:800056,True,True,fa4b5c4acf158fe1df77e22d68523ec8474dd4c369f1baaa916ef76382dda7ec,43d1be8021c900853a1f432f96bab6b99855d03a233b02a1c2dbc7954bf0776c
square:hb3p_stop_continue_formal:800057,True,True,ce27c9d4e02695338cf34f877c45667f7dfbe6058367d55c059bb36214907298,0f40227dfea4b8ed56bea6eb0e382f2a3212c1d150a70927f1626f073faa4380
square:hb3p_stop_continue_formal:800058,True,True,5f81ec549ef3deeed18a583916f793cbe57eee5526e86c7390512b4de521b764,f72fceb66b044666b9d2755d95c5e205f9cd47ba72a0d6b10160cc68b89edd02
square:hb3p_stop_continue_formal:800059,True,True,b206366917aab63ebe08fb3ab4b81c045d74ae065b894871a98f43b9ba7a9a6b,9be70d4daad0cba01ece29e538012984517acfb00bfb8f26c05a0ba1250189ec
square:hb3p_stop_continue_formal:800060,True,True,f142b128871edf50e69864e144593ae1c5593c49ad75aeacd8ff65d4240058f0,d6aca0e14b98ade406c3ce28f7b1876eeee59b6130b8b15a343054c6064db6b1
square:hb3p_stop_continue_formal:800061,True,True,42779e94075a7ef1775a40f19cd14d246ccc2d393cd088ce514f1290c1139f16,ea40b973cadaa7b3a0d566f855f9ac79092cdcff436854445d054237ca43ddf9
square:hb3p_stop_continue_formal:800062,True,True,a35526eb000142b50a826ca5f6c057d8bbaa2b9c853ec552b2bc5ee2a1d295f3,b3c287727e34686431554ab171becf4f16c2c3306307d45580191775146014a9
square:hb3p_stop_continue_formal:800063,True,True,276c487b9aa54ea6f109f719ab2f1af76362cafaa8f8008cc0ba87a144679870,7be50bcaebf3bb126c076d900ef0a523cf4cb6c3f5ad8f259fa6f46ee1bad588
square:hb3p_stop_continue_formal:800064,True,True,2b49cc752099aef59906244b6b4b27240c57c385f391c9c82758ffb0e757ae86,e29e630cc9b8d5a33ee445a0fe152b8b1e85c283089dd2a90b97db6a89aceb16
square:hb3p_stop_continue_formal:800065,True,True,1503cda048dfa4637e010476376bef178a85bc8962c156595664f570e83b5ce6,3eecaffb714cb3d315cd63bc70bb6ec9286c23664e5e121f014db2bc33a78c4b
square:hb3p_stop_continue_formal:800066,True,True,d9b62d353fd3a9b23e19e9568f10425cf93eb5f0aa0c2341aff10b1ac5ba23a9,f02cb7791c3e1a8225e678cc3203262ebcbfc8c949a502be372e699417c5fe55
square:hb3p_stop_continue_formal:800067,True,True,14ebbbd07e753cdf77c52a1bbe29ea50e2ae2155da6719e7d73004e08c3dfed2,db10fa51c221a5efff6fcf36e7feecf783f15ba364f329e9eb71644e053c1c54
square:hb3p_stop_continue_formal:800068,True,True,398e16ca55d82b4bca00e72893a006fb3c40738348306049b27787b319c0f999,8420e430964944f28289938f0b48b433ff9d6824c9306aae8964f8c0ad31defb
square:hb3p_stop_continue_formal:800069,True,True,e81f84227322b297c7da1face19d3c2e8b2f0076568203838627770f3b8a1aca,e6d3c8a438e78b25932a3531f0880a4ee97573683667777c198469868e54f572
square:hb3p_stop_continue_formal:800070,True,True,6765881fdffdab41f3ae9670f0fc022119ea5379c471818b6f2bf888bd13dbd4,67f9c7de483ae491233b7b9cf2161bba61206e603386ab6adb654de29a25982f
square:hb3p_stop_continue_formal:800071,True,True,e8129f625e99c866a7a4a4f7a3acfd8efbc51a82a6f3d2c79805550ceb79fe06,5293f1c61e50ce4d0643d362caae32e61cde6b484ab15074ac8c862f1cbf4435
square:hb3p_stop_continue_formal:800072,True,True,4c36af474b0076f9ed419b673501a0e4f1ad59c2c474122ef03084bffa73244d,879ad810abc3ce071066d8a98765cee25a04a6c1b726c61da4c80db483c9dba0
square:hb3p_stop_continue_formal:800073,True,True,bf09f726250d11dad59c31380d30c8e972c99a4794a40ad407f3ca819f9a5df8,42a9d46506d3fba7e3492f268df4dec0ac4b918dd62421154c3d0603944087d2
square:hb3p_stop_continue_formal:800074,True,True,a2639f0b62020ee1d47dfac5a86b6a83f73c1b998d91b1d99736c989c3e9489d,06c4a930db11a200f904bad25fcb91baf7fc3846e56c2ba61f5c84256727e46b
square:hb3p_stop_continue_formal:800075,True,True,782381f0e4962500fe2586b59d33909df8f580f7f557756bee34a7a6705fbba2,641784ebdfdcf4c786b85f13a88c494b0f07be5fe788aecf09475356b16cfb94
square:hb3p_stop_continue_formal:800076,True,True,42466a5af0ec476e82ff11945fc723fcf613ec01cf5583de4d6a460a430443f6,902250e1fa488e07e01b9fadde918ef80edae74906597366183eaa4e2f5d3b0b
square:hb3p_stop_continue_formal:800077,True,True,9f20b82f6cd34af897ed1e3637891109b892c7556dfb5cee1a2fcbb347972631,3995f0f28aac9709db5f6f3794d66ace5a19b0ec92d090053d02c11e83abd1c8
square:hb3p_stop_continue_formal:800078,True,True,bc11046ff995a0834a1df32e2ec26e73a37e1d9a391d6c9cbd02c3cf9dad4d1f,69f16112c0ea69fbbdcd40c7fabf24080126bd105ab5061444b917f5c702a493
square:hb3p_stop_continue_formal:800079,True,True,971660f372d4bcd6d2d4640c86371d056ccf8f9988172c9b94b02cc7887daf07,fb002fe8b6c0210969716ff28e838fb087136b23299370faff0c971555cab8a0
square:hb3p_stop_continue_formal:800080,True,True,44a3fb2cbdb886ba01ba8c216da0e692ece3e4137c24b611c6fc81a8f1bbfcb8,8abf94bf798f03652d5d29812390506d9938e1caf4649a1d97584ff936697b43
square:hb3p_stop_continue_formal:800081,True,True,d1cfd8e0f842253c56c239ec545ccb5732833970545ff43238451e1025100011,9e31d1c81dced130577f546da285596513267953db2808da37f9d4922c589f98
square:hb3p_stop_continue_formal:800082,True,True,a1df15cf83e02db93846b2f32e86da91d2eebdab7506eb8a1d4913d597339394,2a0b5bd6e3f7effccff4f82bb80de3b3a08b85b906de9e899c6fdb43db36819f
square:hb3p_stop_continue_formal:800083,True,True,5b48ec63a71c37796d84720cf750765ad85dc870031abf5b9084b2e543465214,4d0971ea02cf4da53befc546fc30890edf1602816e8ae81db293f6525ae1f8f7
square:hb3p_stop_continue_formal:800084,True,True,e1250da8d042a8e2185f88291ff111d60aded33a398180639989d5286bb39263,1b1692ebbf1ea21cb69911adc94f5bf2c43a9dcfb056dff4cc7b98ccc6088449
square:hb3p_stop_continue_formal:800085,True,True,50ea1b26bea132c2e1bd5a227e13cb949376499e43957c48a3bde94e1c7dc311,fc8512b139a1e15254177f386f42943038c2034dc138122a73e0028cdb8b7ed0
square:hb3p_stop_continue_formal:800086,True,True,65e25e3aadc77b908d50cc59a2e3701e96f783fd7a5e9a4f388c96b878e7a7e5,f1ceaf68b51a278d97715efecad8bdcf05d2132fc8a91d98d3f0ad0eb8ed66a1
square:hb3p_stop_continue_formal:800087,True,True,0b1b03269c952823dde08428f7fea26f4c9a910c25942173677f1327f60fe4c9,a95c4f13102f153197dff28914be49487c4c5a412726d1b547fe4a85fea25e40
square:hb3p_stop_continue_formal:800088,True,True,f6c893f11a32319c860cd1f80007592595322982e58720c91bbf0463b2f2d9d0,8eb768cf586ccf53601f07a235aa1fee19151a1612338ee5cd1510187293955a
square:hb3p_stop_continue_formal:800089,True,True,c7a0d9a0cbc1e51dd5f89f854b663db74c02c095574156027b3b679c03db712c,b7ffd9973ab1f00d9265c4907f8b3c0b99318e85009917710f32d7391f5dbad4
square:hb3p_stop_continue_formal:800090,True,True,8ce70e194336af50476e6184e5479343b5d911d6a752ff27d7cf32b1b99a346f,12c724f4f1ae0c3fc01fa819dc12e15b198a5dbaad92b1e558e96397c66b3cf6
square:hb3p_stop_continue_formal:800091,True,True,392182f91b9bb5f53f759c09d523642f0d947ef7a68643a1b5a45352cd52ca75,38c38274a3707d2d538ce74c000bf26071bb5058ec988091b61159b39ffc3ea4
square:hb3p_stop_continue_formal:800092,True,True,6dd8cd289c4326dd6e7f60d5cef2a1a3b6bf0dcf91190f9e65c035bc825aa616,15d41df2ba50c1481d72bc227dda36e678a33b5cd943cf2bd38c24290f65a950
square:hb3p_stop_continue_formal:800093,True,True,a12dbb6b48c84643cfa63bf6612c7248dc62f3fe4d3a12c9c19d82553ebc4021,57890aaf1e2c74ea9c31ee22826c40ca988e4f452eebd2897c9c04201be11463
square:hb3p_stop_continue_formal:800094,True,True,207ffbc25974d0e300ddab0d47b573a978fe3d1a10958c523e1b13fcccec0388,992b3e88645d2fcf1650ce817eda8ca0e2f1acc509691a7cb2b83ca0e1252716
square:hb3p_stop_continue_formal:800095,True,True,69ca64be9ee55a005f265b4779012768810cc78b36a546c1184044301bf5adab,743fc295adffb2fb1dc89198ad3e0d1b3f3e924f421ad44601613da386560989
square:hb3p_stop_continue_formal:800096,True,True,9beeab3be6894a67944e79d6b9babe1f89f85edf78c3c52de1a927620a85bb67,8557e4c077e2b4399970ffc9860c33b01313c69b7dbb20af4ebabca4dbece010
square:hb3p_stop_continue_formal:800097,True,True,84f6c0bef93a30d6656abde9bad57cb7384bead4c0ba99b69c55f5459a3805f1,d47f5b7f70da3b8fe6f6208cc9d9377f89c69a52bcee4b37b7d3897fc62b4f8c
square:hb3p_stop_continue_formal:800098,True,True,949f26263b1718bc456ef52d6fef2ca62da030277d8bf3f69185460225ce8bf2,04e4eb2981b23fdc976c395e21e8a9b485b311b249122f43d29324e0d37abc6c
square:hb3p_stop_continue_formal:800099,True,True,b6d5c747152a07dec1aea6214bd8885e20f8934c9e4a1258c81cd9d2924937a1,efb389c8f38563997989472b2979ee7806cb714c9705fbfe67889fb015bd2187
square:hb3p_stop_continue_formal:800100,True,True,3d6a03469c069b596101de0b9dc592378aeb1048e96b5e1e0c6bca968d733d72,c80185ed875dd2de48ab2a3f747a402574b970944a3388ea2fccabf2abf538de
square:hb3p_stop_continue_formal:800101,True,True,0e9b5d32ac8e76a6a385744a0a91c85a1da6a93595ad0d5836ebb17fc210e5e7,614e719cdcce0be660d87a192ecedbf72a66f33a5f8a0ec0c875e4c0eb4c3254
square:hb3p_stop_continue_formal:800102,True,True,6dfa1346eea6f39429a18f2cad0ea264ba55f69ffb650e6fc7488e90cc3e8396,cf723657c0d513c217fe2aa6ce2b9dde58f12ace5742d91af317976bcf6d6b70
square:hb3p_stop_continue_formal:800103,True,True,6c6c31045b5082e2745bdbde6147393106b82ac48f02e9bc50d5a0ba144d5a96,dc8ab7b457ba1a8ec42e7e6e85f2f6f3959824a565a09f3d74bc0caf13e540c2
square:hb3p_stop_continue_formal:800104,True,True,a53c364f13898a02d323f90602b075f5f8e647817b30927652098ec50817adb9,64a53c142546a84e2e4113bd69528ae8742db2fa0aae06db449f81fc2c25b739
square:hb3p_stop_continue_formal:800105,True,True,bebf9e4bdee149e774f6d1eed621df6944cce2a27b59468b5c8ddd530bbeceb5,28aa90acc62f19ef7791fc3ab7d03ef98053c90ef182addcd4cd761dc97e0f58
square:hb3p_stop_continue_formal:800106,True,True,4f25823c7d1159e342795b8d2349fafd69d8de21c8be87ee03c86007f91dd223,d4ae8eb7c95613e43e0d5826ce7ddac0a41c68c22c2d4a1125b9b188201e3f45
square:hb3p_stop_continue_formal:800107,True,True,a7e602560f4b01a37fe66391260d08c138ee3e417c12fa69c7ff71719f5049ee,828d2860935e8277a0b4e4c36c427c419ea26919c6d81b63ccac45b7c5ffe131
square:hb3p_stop_continue_formal:800108,True,True,10096fad309e06ce81ef6c2fce45f684edb2404906f40862b1f9c35cd88013b8,4ab30114524417f24e345cf7e7469da6694437d6314a0d4533afde66be626be7
square:hb3p_stop_continue_formal:800109,True,True,b5b984b2e5c2e5c4fea89e69aaeb29126319dff37acfff38863ad2c4cb08a00d,1bfea2aa21ae112a32c7366fc6df502ff8500b4cc44a56efe1d8ae2a415702ab
square:hb3p_stop_continue_formal:800110,True,True,4b6a3b937c96edb22ed177ea755a0e12bd26aa1c530053ac69a906d78c5288f2,1ef9d28f86f7106484bcc32413bd319ceaf38b27f798a3e4d72239f67913f0a5
square:hb3p_stop_continue_formal:800111,True,True,5b259b10c36af0cea021171ac41b515b98bc212d64d0d42dfe5928e49d3b3055,35d2305d5a6dc6b8812f69a7f44d9e9c633f29f13fb80a0bfef5ea3484c2b91b
square:hb3p_stop_continue_formal:800112,True,True,40cb3afc3dcaba8221708116fdc316126c43a87ac94c0e980b5fcc0c23ffc7b5,4aa892308f52e793fa092922e65427ce61a816b5737c5042f1be82da1885a680
square:hb3p_stop_continue_formal:800113,True,True,bb88710045b5b050fa0857bdcbc1e6b952c239c05f09eff0e340cd62ea9a2e5b,0435da0d27c6f44804c963ce394628cd549f103b20305a6903681025b0b01925
square:hb3p_stop_continue_formal:800114,True,True,d3800102fcb294c8788f286796c85b59a47baafb1288f1b75fd378a735ba08d1,f1d3fe857b3f726c78726bbd1c16e954c78863393fceda34b7545f6a0825ef98
square:hb3p_stop_continue_formal:800115,True,True,c1ef729e64c784ad38a8c5cd5d138f8585157ea1e5109076471d069fc3363747,ebbc5537b037915d4f22405773971fa2e9c10aa437b1fdb106a2a3027286ba36
square:hb3p_stop_continue_formal:800116,True,True,9ca5872acf581e3224ec097a021d0af778b0ed633a814b99d5ed32904b1f3755,552c4d53d991cd4afc91163cf8de2dd07ab603c7fb269fec80f98f6c86bee50c
square:hb3p_stop_continue_formal:800117,True,True,c19115e4202265436eb3f4e81a7d7ca922a8bb0e7d890a55dee5a60d9aac3dc4,7b9d563aa4bf6b3ef753dd66732ab94625a999b3491abf500d1865c152cebcf7
square:hb3p_stop_continue_formal:800118,True,True,2f3a6ef6eceaed92fa7171896bbd9aabe0687ffddbd429ac5df8e0a75609ba1e,3aeb44b1c08bc50b2c47c875d23369909654170d600492013b7a28ca3927d61b
square:hb3p_stop_continue_formal:800119,True,True,8631c3a42bb74f1f51d5c7f42c18d2338ab2928d8fd22fc3acc232a29419c062,92486b213fcc986e7f84bd3a191eb3f2d8523c13a51e4bb37ddc2ed7810bb639
square:hb3p_stop_continue_formal:800120,True,True,217129f24094689f1d6d7ec85233d1f8745f5dea7d094a0a4b5ae44cecf10ad6,e25fb096c059c41a13908ca0317f007987a94468b289d0043041201c437216b1
square:hb3p_stop_continue_formal:800121,True,True,1dc9efa77f0ab591bdc629f58ce666f6fe7810a69236ed944843b50335d3060e,4325db651e7096952776455fe68672978f5c10462c97aa34ea1700c886aa61d9
square:hb3p_stop_continue_formal:800122,True,True,4bea74eb875713d1d61b6ad404b70dce44d09452e9d629cb2ccbbd27d0bfc374,bf16231871e310450779a63d9e4eadfbaee099dd5c91e357f2fc2cbb7a6b8a20
square:hb3p_stop_continue_formal:800123,True,True,df66b514ffbc54fb70c66ff472f9762a7be7444633327e80ec3c268b71ab9cfa,cd0e53cb6ce8a234aab4ebb0c5dff4381e892772f72bd9cfeafc5d5655bd9796
square:hb3p_stop_continue_formal:800124,True,True,7d18af4862b28201e0ddb636fb23bd1e4a6c2402cba10f91a2da2130d810500f,f678ea04d94273c116e9cb28c829028700e20c55de6e1fa88473b09e2ae2c8a9
square:hb3p_stop_continue_formal:800125,True,True,7b97234e5ab6679f16c8433464f45e796be0ad9435d918cf1de02b88b0a6c606,a3bfa5a0b30a7cbfbfd04e0fe3d1be68ee8c25e5eb58b8df2739e01a861a7163
square:hb3p_stop_continue_formal:800126,True,True,959ab96f0c76e55c86fed854fd6b37fb484bd5cad2e704640eb3eed6af0dea9d,9cf94872035f38c04c0ffa287027ed56bda7c6de4c1768ddf080a5ba908dedae
square:hb3p_stop_continue_formal:800127,True,True,f5f410da2b288248e99fa63bf36ea31375ef67acd952f49e0a5b11758d5bcd6d,940be1c352cfebc022f8952398832bc3b211fe8b9859e4740f5a21b52f1f981a
