root_id,learned_decision,selected_length,matched_fixed_method,full_trajectory_parity
square:hb3p_stop_continue_formal:800364,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800365,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800366,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800367,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800368,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800369,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800370,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800371,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800372,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800373,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800374,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800375,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800376,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800377,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800378,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800379,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800380,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800381,STOP,60,FIXED_L60,True
square:hb3p_stop_continue_formal:800382,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800383,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800384,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800385,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800386,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800387,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800388,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800389,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800390,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800391,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800392,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800393,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800394,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800395,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800396,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800397,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800398,CONTINUE,80,FIXED_L80,True
square:hb3p_stop_continue_formal:800399,CONTINUE,80,FIXED_L80,True
