epoch,steps,train_loss,train_regression_loss,train_classification_loss,train_rank_loss,replacement_auroc,replacement_auprc,score_mae,score_spearman,teacher_forced_primary_auroc
0,84,0.26629543286703883,0.025491798407442513,0.4444514126295135,0.07431170943060092,0.8282430814745223,0.6402521000894001,0.18837235449351505,0.6157418479806047,0.6717171717171717
1,168,0.18400212944973082,0.01614437510614239,0.3111530350787299,0.04912494717254525,0.8325490735587364,0.6532914428945221,0.1714895047102722,0.6312923140918522,0.6868686868686869
2,252,0.15495298687546027,0.013551575253673252,0.26108750151026816,0.04343064009611096,0.835697181892116,0.6479893348844922,0.17022183529196003,0.6389060251427489,0.7651515151515151
3,336,0.1440902826864095,0.013157061190300044,0.24209957977845556,0.03953372429878939,0.8256046353301696,0.6276144467243288,0.17218275685959541,0.6297455100473981,0.7626262626262627
4,420,0.13677620160437765,0.012327022185283048,0.23017971714337668,0.03743728270222034,0.8231930935850412,0.6469696646049922,0.1769294311276626,0.6274093526420884,0.7853535353535354
5,504,0.12487141087296463,0.011640219217432397,0.20941677050931112,0.03409122786529008,0.8290732293445837,0.6553645762649972,0.1679804394938293,0.6400287020357054,0.7550505050505051
6,588,0.1170402348396324,0.010949530888215772,0.1946381755350601,0.03508646560034582,0.8322076428562349,0.6507583956449813,0.17582789902502288,0.6475106309507818,0.8232323232323232
7,672,0.10895254622612681,0.01024745572690985,0.18159400538674422,0.03163234985965703,0.8304183204133581,0.6583577686629775,0.17309687937421822,0.6442366156196243,0.7904040404040404
8,756,0.10446353819930837,0.01016913451963947,0.17363552669329302,0.029906560134674822,0.8239153387910928,0.6335063517791601,0.17829069320818874,0.6459531655405004,0.7828282828282829
9,840,0.10164984825643755,0.009909217827953398,0.16915854767319702,0.02864542543622,0.8125183828366828,0.6261163357712292,0.1754973869649698,0.6349656678503932,0.8207070707070707
10,924,0.09907681370774905,0.00973091380936759,0.16478392898681618,0.02781574256230323,0.8248805104427044,0.6459401537642295,0.17433466527877103,0.6464316943392532,0.7752525252525253
11,1008,0.10249250714800187,0.009733069610471526,0.17111252159589813,0.0288127055502541,0.8239120717257785,0.6393167601256285,0.1700701006589946,0.6488030328456666,0.8333333333333334
12,1092,0.0936515921992915,0.009254118211434357,0.1560888843876975,0.025412126793526113,0.8296294807800785,0.6553084751835795,0.1753712796041733,0.6521968097941209,0.8434343434343434
13,1176,0.09023257216349953,0.008992384991697258,0.15008050070277282,0.024799746533279262,0.8255773351953517,0.6572060780100049,0.1714655106377175,0.6514113204292906,0.8181818181818182
14,1260,0.08608667995958101,0.008735733511414202,0.14195990615657397,0.025483974621498158,0.8221225255113047,0.6553356256379195,0.17041939290560165,0.6474086555272475,0.8484848484848485
15,1344,0.08863216984484877,0.0086087994388349,0.14875257263580957,0.022588333813473582,0.8166878294924879,0.6436390055206116,0.1690997307120904,0.6421853413639255,0.8055555555555556
16,1428,0.0838880351788941,0.008712809083850257,0.13879668118343466,0.02310754353779235,0.8234096597364902,0.6609392792408034,0.16897851777078335,0.6595022815798226,0.7904040404040404
17,1512,0.08306342753626052,0.008619972593372776,0.13761108550464823,0.022551649671402715,0.8374549077855151,0.6975334088716624,0.17265015454198485,0.6627437995933899,0.7777777777777778
18,1596,0.08032005147210189,0.008347729747627108,0.1326463586162953,0.022596569687482856,0.8191622958106556,0.6408742928917558,0.16878914909654544,0.6524309884571562,0.8409090909090909
19,1680,0.07736891077920086,0.008151978503779642,0.1276164457556747,0.021634837202284308,0.8123470633021205,0.6318220526173675,0.17889184742606454,0.6267925284686273,0.8308080808080808
20,1764,0.0788857052102685,0.008004549563684989,0.13143420175072693,0.0206562181979063,0.8174299008620219,0.6486127719367045,0.1706245337497127,0.6405884540994838,0.7929292929292929
21,1848,0.07487215115023511,0.008004549779884872,0.12392153803791318,0.019627329183831102,0.826757238071318,0.6610712055058786,0.17864415645813295,0.6470186920011738,0.8055555555555556
22,1932,0.07160681202298119,0.007764790595198671,0.11851272115572578,0.018342643654683514,0.8260273846309729,0.6634559921623764,0.17088375313777993,0.6470758145211991,0.8106060606060606
23,2016,0.0741819181878652,0.007844616099083353,0.12285628999095588,0.019636629021815247,0.8185760589811805,0.6559261374488808,0.17079668292150138,0.6396446871276694,0.8055555555555556
24,2100,0.07180973195603915,0.007487313561363234,0.11927454102607,0.018740591615261065,0.8207388114649109,0.6572298208510746,0.17474067301203164,0.6467319556078154,0.7954545454545454
25,2184,0.07381979500253995,0.007541924665149834,0.12281351709472281,0.0194844451699672,0.8266554667490623,0.6646933652662232,0.17640684127752743,0.6443859228551901,0.8156565656565656
26,2268,0.06599897744932345,0.0071902788477018476,0.10934168996200674,0.016551412930268617,0.8236136946785145,0.6671919225170612,0.1706948464164145,0.6459986987613096,0.7777777777777778
27,2352,0.0678403801062987,0.0073047257139391844,0.11303142684378795,0.016079764541548986,0.8256500609643338,0.6611050198016027,0.18054312968635836,0.639030619370986,0.8080808080808081
28,2436,0.06440062789867322,0.0071078534348912184,0.10689980470176254,0.015371488817479639,0.8231624816305896,0.6672844830916743,0.17868827586180927,0.6391754286105797,0.803030303030303
29,2520,0.06590749988598484,0.0070508407772563045,0.10982021463236638,0.01578620645505864,0.8166366753054437,0.6510147293899726,0.17422835372890166,0.6402423516494168,0.8181818181818182
