action_only_seed_0	action_only_iter1_seed0	/home/__compress_data/xushijie/work/cr_scizor/experiments/cr_scizor/stage2_iter1/runs/action_only_seed_0/selected.pt
full_seed_0	responsibility_iter1_seed0	/home/__compress_data/xushijie/work/cr_scizor/experiments/cr_scizor/stage2_iter1/runs/full_seed_0/selected.pt
full_seed_1	responsibility_iter1_seed1	/home/__compress_data/xushijie/work/cr_scizor/experiments/cr_scizor/stage2_iter1/runs/full_seed_1/selected.pt
full_seed_2	responsibility_iter1_seed2	/home/__compress_data/xushijie/work/cr_scizor/experiments/cr_scizor/stage2_iter1/runs/full_seed_2/selected.pt
