root_id,stat_group_id,role,anchor_t,prefix_verified,prefix_config_hash,prefix_policy_pair_hash,prefix_memory_capture_phase,prefix_env_steps,prefix_action_max_abs,prefix_state_max_abs,prefix_anchor_history_sha256,prefix_initial_state_sha256,branch_trajectory_sha256,oracle_branch,oracle_planned_length,oracle_utility,l80_utility,oracle_minus_l80_utility,oracle_autonomous_completion,oracle_component,none_system_success,none_autonomous_completion,none_helper_completed_task,none_success_seen_under_helper,none_handoff_executed,none_genuine_handoff_success,none_helper_steps_actual,none_changed_action_steps,none_utility,none_first_raw_success_state,none_stable_success_state,none_handoff_state_index,none_raw_return,l5_system_success,l5_autonomous_completion,l5_helper_completed_task,l5_success_seen_under_helper,l5_handoff_executed,l5_genuine_handoff_success,l5_helper_steps_actual,l5_changed_action_steps,l5_utility,l5_first_raw_success_state,l5_stable_success_state,l5_handoff_state_index,l5_raw_return,l20_system_success,l20_autonomous_completion,l20_helper_completed_task,l20_success_seen_under_helper,l20_handoff_executed,l20_genuine_handoff_success,l20_helper_steps_actual,l20_changed_action_steps,l20_utility,l20_first_raw_success_state,l20_stable_success_state,l20_handoff_state_index,l20_raw_return,l80_system_success,l80_autonomous_completion,l80_helper_completed_task,l80_success_seen_under_helper,l80_handoff_executed,l80_genuine_handoff_success,l80_helper_steps_actual,l80_changed_action_steps,l80_first_raw_success_state,l80_stable_success_state,l80_handoff_state_index,l80_raw_return,l5_vs_l80_auto_case,l5_vs_l80_system_case,l5_vs_l80_utility_delta,l20_vs_l80_auto_case,l20_vs_l80_system_case,l20_vs_l80_utility_delta
square:hb2_val:301010,square:hb2_val:301010,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""3b2978d964101dc0c3c5e40e30a6ce89c0221e919b514fc8313e4ea8a87cb07b"",""3b2978d964101dc0c3c5e40e30a6ce89c0221e919b514fc8313e4ea8a87cb07b"",""3b2978d964101dc0c3c5e40e30a6ce89c0221e919b514fc8313e4ea8a87cb07b"",""3b2978d964101dc0c3c5e40e30a6ce89c0221e919b514fc8313e4ea8a87cb07b"",""3b2978d964101dc0c3c5e40e30a6ce89c0221e919b514fc8313e4ea8a87cb07b""]","[""f4f9fa5acaab86efe824c3e863ecd27ef865a03229e01f488184aa4a3c3e64cc"",""f4f9fa5acaab86efe824c3e863ecd27ef865a03229e01f488184aa4a3c3e64cc"",""f4f9fa5acaab86efe824c3e863ecd27ef865a03229e01f488184aa4a3c3e64cc"",""f4f9fa5acaab86efe824c3e863ecd27ef865a03229e01f488184aa4a3c3e64cc"",""f4f9fa5acaab86efe824c3e863ecd27ef865a03229e01f488184aa4a3c3e64cc""]","[""b0611c1b132d0083e6b959dbe926f8d47c7f64952d2aea083083f035a4907e68"",""54cdcc41e8a4ab387969a02ab53638af0dbf00898b374337736bf5aa028c3ff3"",""46beb5af7123430af647f641399007ad04257f5732dce3afbdfb08dfc5e36ac7"",""ed377552fcd7728746a1ddfb126d73be948b35028a5dd3fa93f3070141741596"",""fca660ccf5092ead977e0022a2f41c762c93c06196f73b86e415fb11fe09d80d""]",l5,5,0.996875,0.95,0.046875,True,success_with_lower_cost,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,35.035315818215864,True,True,False,False,True,True,5.0,5.0,0.996875,157.0,161.0,25.0,46.80115491767785,True,True,False,False,True,True,20.0,20.0,0.9875,115.0,119.0,40.0,38.16575391694331,True,True,False,False,True,True,80.0,80.0,161.0,165.0,100.0,56.23058122319374,stop_success_continue_success,stop_success_continue_success,0.046875,stop_success_continue_success,stop_success_continue_success,0.03750000000000009
square:hb2_val:301011,square:hb2_val:301011,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""640505ff0cab4b3794250115b34abbb038c9541fbce1176b2e5b43619b925863"",""640505ff0cab4b3794250115b34abbb038c9541fbce1176b2e5b43619b925863"",""640505ff0cab4b3794250115b34abbb038c9541fbce1176b2e5b43619b925863"",""640505ff0cab4b3794250115b34abbb038c9541fbce1176b2e5b43619b925863"",""640505ff0cab4b3794250115b34abbb038c9541fbce1176b2e5b43619b925863""]","[""4ae5a8243e85f4a786158da8195193eb3168c2d29973e5a90ed1db56e7454d34"",""4ae5a8243e85f4a786158da8195193eb3168c2d29973e5a90ed1db56e7454d34"",""4ae5a8243e85f4a786158da8195193eb3168c2d29973e5a90ed1db56e7454d34"",""4ae5a8243e85f4a786158da8195193eb3168c2d29973e5a90ed1db56e7454d34"",""4ae5a8243e85f4a786158da8195193eb3168c2d29973e5a90ed1db56e7454d34""]","[""8516914fbaed90ccf7eb17d4da38b377adfa33fde8400f202ad9a8a994789bc0"",""2adcb0d23e4898bb9d700be5718e113bfcb0b17407e7069f0b1b740f5cc6246e"",""931c8e59277aace56da19d636867334494dc26c307afde701366254958d3935a"",""ce7d1031d10e87863976d364125fcede3dc53e9750b506a02c71d0e5fcd27356"",""013723a6325af95691aa4c28970454c57cf5520d3de9a59bb8992679f5b02ec4""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,6.761640732253911,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,2.5520016720088403,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,5.27053842556414,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,28.62996607903256,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301012,square:hb2_val:301012,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""c55c956f7916297c3b5018b1f8e34e0d90bc26033202e5c6fb6936ffb83a0003"",""c55c956f7916297c3b5018b1f8e34e0d90bc26033202e5c6fb6936ffb83a0003"",""c55c956f7916297c3b5018b1f8e34e0d90bc26033202e5c6fb6936ffb83a0003"",""c55c956f7916297c3b5018b1f8e34e0d90bc26033202e5c6fb6936ffb83a0003"",""c55c956f7916297c3b5018b1f8e34e0d90bc26033202e5c6fb6936ffb83a0003""]","[""8f508b47596a0bc9b2e6c5bd35ef6ecb29cf68381d15cfa0add71cbaf95a638b"",""8f508b47596a0bc9b2e6c5bd35ef6ecb29cf68381d15cfa0add71cbaf95a638b"",""8f508b47596a0bc9b2e6c5bd35ef6ecb29cf68381d15cfa0add71cbaf95a638b"",""8f508b47596a0bc9b2e6c5bd35ef6ecb29cf68381d15cfa0add71cbaf95a638b"",""8f508b47596a0bc9b2e6c5bd35ef6ecb29cf68381d15cfa0add71cbaf95a638b""]","[""b2a73ac855b69b83b7aa6ea217d2bbbb2d44c8d004711f518dc7b4d1de140999"",""d394af5b0a9cdf15bcb491bd1eb6ca28aa47a0dc3081bd1fa75859a9afe5779b"",""c36abffdd90a4e7cdd49c8d283bb94bf85913f697082499d9c1cbcef7bd29af9"",""07b443f5b89bc98f90e6e43ee3d3225ec74722c559dd3de89587704f116d3fb2"",""c0b834b799cca75fe6904dfc35e77f58dd374e78d72e63d82de50738a93366aa""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,3.165194479362073,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,43.80034156202657,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,56.56957463666615,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,46.519802588770574,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301013,square:hb2_val:301013,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""da7c01551b9b61e4bc10c50344338d712f16716cbcef5d83f68b31a0fd83f7cf"",""da7c01551b9b61e4bc10c50344338d712f16716cbcef5d83f68b31a0fd83f7cf"",""da7c01551b9b61e4bc10c50344338d712f16716cbcef5d83f68b31a0fd83f7cf"",""da7c01551b9b61e4bc10c50344338d712f16716cbcef5d83f68b31a0fd83f7cf"",""da7c01551b9b61e4bc10c50344338d712f16716cbcef5d83f68b31a0fd83f7cf""]","[""8332612e0300c5290d83ce716dd6ad549f77cead0afd065687064919b5a6a6d7"",""8332612e0300c5290d83ce716dd6ad549f77cead0afd065687064919b5a6a6d7"",""8332612e0300c5290d83ce716dd6ad549f77cead0afd065687064919b5a6a6d7"",""8332612e0300c5290d83ce716dd6ad549f77cead0afd065687064919b5a6a6d7"",""8332612e0300c5290d83ce716dd6ad549f77cead0afd065687064919b5a6a6d7""]","[""5238a8e7710b5034b1db2f1d02a99aa5663209bcea510f8a79a53ffeab326e12"",""c456dcf0113f1c47d6799dfa6f8d51fd636bfaa682a95b3d3fe16bb9dd8f2d36"",""01dbf2a2d76082f3f81026f5ce7314a03ad4d7f8fd8de557abda2b3808db3ca1"",""f98072f8a431a3d3881c9508da0b5c345d73b931ad590aafe47d4d297359e69e"",""c9d59e849922806becdad243f88696ac2a3dc660a8ebeeb28574d485340d8704""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,1.7837751942863413,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,12.977683635062851,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,73.7332798513165,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,75.26959048495007,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301014,square:hb2_val:301014,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""db33be6c293a3b303b5378c796e38ef5f1fd2d8c0617d9334db60c32ae49b1fb"",""db33be6c293a3b303b5378c796e38ef5f1fd2d8c0617d9334db60c32ae49b1fb"",""db33be6c293a3b303b5378c796e38ef5f1fd2d8c0617d9334db60c32ae49b1fb"",""db33be6c293a3b303b5378c796e38ef5f1fd2d8c0617d9334db60c32ae49b1fb"",""db33be6c293a3b303b5378c796e38ef5f1fd2d8c0617d9334db60c32ae49b1fb""]","[""64b7b2092976b1dd270d484798828160551421902307251759921c1bbfac19fe"",""64b7b2092976b1dd270d484798828160551421902307251759921c1bbfac19fe"",""64b7b2092976b1dd270d484798828160551421902307251759921c1bbfac19fe"",""64b7b2092976b1dd270d484798828160551421902307251759921c1bbfac19fe"",""64b7b2092976b1dd270d484798828160551421902307251759921c1bbfac19fe""]","[""5bb5efec84d79df1b9342bcba90d5344ef1336221a77ed2239f9efbd15b9147b"",""ace34562d235a2591f0c11aff30d98d33fc96cc8a9117982952a8f1454140a39"",""7026d46a5eab19e73ff6e115640b2a8db17b0a4a5ef170356dba2bd8123eb4e2"",""b382fd3a5c5829ee13b9ac20c717ccd6e2ec5e68b501bd0ca904d68e052e6ff8"",""3a4fee326d01807579f489da131dcd59e390fe5d7cbc6d9e1bcd9ac77fa89451""]",l80,80,0.95,0.95,0.0,True,no_gain,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,74.05256287809001,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,3.2253486255115575,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,135.57766453310418,True,True,False,False,True,True,80.0,80.0,189.0,193.0,100.0,56.013270341089225,stop_failure_continue_success,stop_failure_continue_success,-0.953125,stop_failure_continue_success,stop_failure_continue_success,-0.9624999999999999
square:hb2_val:301015,square:hb2_val:301015,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""a8cce9a3432b0f981d29543cf3e49418e348099ecd6c971b99442515f6cb8d8d"",""a8cce9a3432b0f981d29543cf3e49418e348099ecd6c971b99442515f6cb8d8d"",""a8cce9a3432b0f981d29543cf3e49418e348099ecd6c971b99442515f6cb8d8d"",""a8cce9a3432b0f981d29543cf3e49418e348099ecd6c971b99442515f6cb8d8d"",""a8cce9a3432b0f981d29543cf3e49418e348099ecd6c971b99442515f6cb8d8d""]","[""039c287675a91ebc3c6884b1f5104c140809a138601280260b684d8cce0f3910"",""039c287675a91ebc3c6884b1f5104c140809a138601280260b684d8cce0f3910"",""039c287675a91ebc3c6884b1f5104c140809a138601280260b684d8cce0f3910"",""039c287675a91ebc3c6884b1f5104c140809a138601280260b684d8cce0f3910"",""039c287675a91ebc3c6884b1f5104c140809a138601280260b684d8cce0f3910""]","[""d74f4372e32bc1a207da12a3b72db0dd0f078f3dc90b3cba246e0284475c2b42"",""8db4b0e9dfd150518a407e6c87bcd322e7e6d47c960090ac2a2fcd2e99bcf811"",""d39e87d003dd3010aadc8568f5046f63e2531aaed87562b54006d76509e84ddc"",""ed6812606f1330a6a702729f0808773dbc74603814a77b05251f3529446f05dc"",""26f759678cc675f3b825df8a95a38e57465b35cbc97e30962ee6c39f3553407c""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,12.15774398557195,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,14.139576814328315,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,137.790970527755,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,115.64076948241961,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301016,square:hb2_val:301016,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""a37d8b522dd164874b9843001a3be0470d89bd96d1e7aa4c8f73613b182a76cf"",""a37d8b522dd164874b9843001a3be0470d89bd96d1e7aa4c8f73613b182a76cf"",""a37d8b522dd164874b9843001a3be0470d89bd96d1e7aa4c8f73613b182a76cf"",""a37d8b522dd164874b9843001a3be0470d89bd96d1e7aa4c8f73613b182a76cf"",""a37d8b522dd164874b9843001a3be0470d89bd96d1e7aa4c8f73613b182a76cf""]","[""96e198b3471eb2123b5b58316ccf344337218b13048ae6be15b2908acfe15518"",""96e198b3471eb2123b5b58316ccf344337218b13048ae6be15b2908acfe15518"",""96e198b3471eb2123b5b58316ccf344337218b13048ae6be15b2908acfe15518"",""96e198b3471eb2123b5b58316ccf344337218b13048ae6be15b2908acfe15518"",""96e198b3471eb2123b5b58316ccf344337218b13048ae6be15b2908acfe15518""]","[""1b54b475d5f5058aa24afe9ffe725ad832398b6487738426aac201de19df6665"",""63ce9096a311ff59c0aed9f11ac9fb3029a2c4d73d7f86547168c6d258ce962a"",""daad17ad3d9ecfbcdbb7806881faa6cd00630ad16492e4f615d2753409e3e7cf"",""6a37fab51f07f596c77f9633a89d1d024958d369fa1caf3e4df921b45337d057"",""85f7aa439dfb9703e731e89295355e284282adcebf529fe3ae7c8b63f5666bc4""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,123.02374269558379,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,4.295162273230976,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,54.594259794757136,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,45.762152579488436,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301017,square:hb2_val:301017,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""f0dd56954fe2e0455ee018aace467d67cedf34741aef18f097520b04069b2506"",""f0dd56954fe2e0455ee018aace467d67cedf34741aef18f097520b04069b2506"",""f0dd56954fe2e0455ee018aace467d67cedf34741aef18f097520b04069b2506"",""f0dd56954fe2e0455ee018aace467d67cedf34741aef18f097520b04069b2506"",""f0dd56954fe2e0455ee018aace467d67cedf34741aef18f097520b04069b2506""]","[""67e6a31b955a31a828af06780bd2e29c36ae63049babd071ac909f7523eeaf7c"",""67e6a31b955a31a828af06780bd2e29c36ae63049babd071ac909f7523eeaf7c"",""67e6a31b955a31a828af06780bd2e29c36ae63049babd071ac909f7523eeaf7c"",""67e6a31b955a31a828af06780bd2e29c36ae63049babd071ac909f7523eeaf7c"",""67e6a31b955a31a828af06780bd2e29c36ae63049babd071ac909f7523eeaf7c""]","[""24cbe810dbbb2025fc01be9f5e32639082904bd6283f7bb0577fbdd9c3e1372a"",""b3b28a421d15f5efbb2bef208cf5ad83cbe09292ddbddb5d03bbd8623f0edcb8"",""d228592a392228f48e368b30f52c57c5e3ecf5ba627f442bc6ed8ef4733e1d7e"",""4241cc9a432346a0b6cf6838dbce8831b81afd26e26e9e45ebb4601e46a35912"",""6109705f4158ffde0dc042895637ae9d1c1823e3d179beb682c603b69797745e""]",l5,5,0.996875,0.95,0.046875,True,success_with_lower_cost,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,52.2365806852056,True,True,False,False,True,True,5.0,5.0,0.996875,129.0,133.0,25.0,43.41757958276967,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,83.92983525108936,True,True,False,False,True,True,80.0,80.0,170.0,174.0,100.0,74.15642631065039,stop_success_continue_success,stop_success_continue_success,0.046875,stop_failure_continue_success,stop_failure_continue_success,-0.9624999999999999
square:hb2_val:301018,square:hb2_val:301018,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""ccfc20ac6a83e129a3bd4d9ad43fbb3413710b01665ccbd105f768ed7a3fcdba"",""ccfc20ac6a83e129a3bd4d9ad43fbb3413710b01665ccbd105f768ed7a3fcdba"",""ccfc20ac6a83e129a3bd4d9ad43fbb3413710b01665ccbd105f768ed7a3fcdba"",""ccfc20ac6a83e129a3bd4d9ad43fbb3413710b01665ccbd105f768ed7a3fcdba"",""ccfc20ac6a83e129a3bd4d9ad43fbb3413710b01665ccbd105f768ed7a3fcdba""]","[""38d06c71d558c4043f082263062d60658a4dcdcd12d249875b365122d251392e"",""38d06c71d558c4043f082263062d60658a4dcdcd12d249875b365122d251392e"",""38d06c71d558c4043f082263062d60658a4dcdcd12d249875b365122d251392e"",""38d06c71d558c4043f082263062d60658a4dcdcd12d249875b365122d251392e"",""38d06c71d558c4043f082263062d60658a4dcdcd12d249875b365122d251392e""]","[""d9f6c066bb71431cdbc782e11204f00aa68c4bc0b4bcda51b413b87ac31441ea"",""77b8526bf86fd8b6672d2ef1ecf7bfd2ff64ae15c3c19485d7fe33916ae5c000"",""fd86196b568cdd41d2dfe956b7633bad4ffbdc8fc4c491295f50a3d28db521e1"",""e39e4c357152910ef66fa5838485b46fc85ed948cee36315ea117017f23e44c7"",""82deab795e39b0f8c6dabe670fcfddb9e9ac47ed115a1a7f0687c02d7a459d44""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,6.719388215322151,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,5.230283807029062,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,5.018286295776237,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,6.445210817365224,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301019,square:hb2_val:301019,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""366450ad6370a11a29754e0b853fdd1b1e18eb559bdf5aa654ffee303b9e0dfe"",""366450ad6370a11a29754e0b853fdd1b1e18eb559bdf5aa654ffee303b9e0dfe"",""366450ad6370a11a29754e0b853fdd1b1e18eb559bdf5aa654ffee303b9e0dfe"",""366450ad6370a11a29754e0b853fdd1b1e18eb559bdf5aa654ffee303b9e0dfe"",""366450ad6370a11a29754e0b853fdd1b1e18eb559bdf5aa654ffee303b9e0dfe""]","[""28ca9e403fe8d3a8e111b277b63c46b007e88f249e902e2722bdff2337958782"",""28ca9e403fe8d3a8e111b277b63c46b007e88f249e902e2722bdff2337958782"",""28ca9e403fe8d3a8e111b277b63c46b007e88f249e902e2722bdff2337958782"",""28ca9e403fe8d3a8e111b277b63c46b007e88f249e902e2722bdff2337958782"",""28ca9e403fe8d3a8e111b277b63c46b007e88f249e902e2722bdff2337958782""]","[""c5efe63e61b6182280e3304a65b8de31749aa7db1277ff01f475e68b5e6ba903"",""9d49d3420c3fbb6e01078e2d013457ab98e154094778ab9d788ef6c7527fb28f"",""7e8006fd770ac5616b1bdc83936741b217b4e31c357ca461d9a7d546e98fa2e7"",""b951cb3dde250eef7fcf24043a17fee19d01404bd1aca6fa83502a5a568ed4f6"",""4e9100d3190442a5294adb4546f0ada95a4b74bb7776b4dfc38d4bab4e5b8cb2""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,3.8711504666615357,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,32.02073900345844,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,134.38940244891617,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,113.3000796998567,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
square:hb2_val:301020,square:hb2_val:301020,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""323ab9e32592b1ab9dc7dfff24053da611336ac89e50617c4c3df87f03cc3328"",""323ab9e32592b1ab9dc7dfff24053da611336ac89e50617c4c3df87f03cc3328"",""323ab9e32592b1ab9dc7dfff24053da611336ac89e50617c4c3df87f03cc3328"",""323ab9e32592b1ab9dc7dfff24053da611336ac89e50617c4c3df87f03cc3328"",""323ab9e32592b1ab9dc7dfff24053da611336ac89e50617c4c3df87f03cc3328""]","[""9862ace670a3c627249a1fd7971afeb2baf200f58940c5b49e8c6452358f89e7"",""9862ace670a3c627249a1fd7971afeb2baf200f58940c5b49e8c6452358f89e7"",""9862ace670a3c627249a1fd7971afeb2baf200f58940c5b49e8c6452358f89e7"",""9862ace670a3c627249a1fd7971afeb2baf200f58940c5b49e8c6452358f89e7"",""9862ace670a3c627249a1fd7971afeb2baf200f58940c5b49e8c6452358f89e7""]","[""6d52ad0eea0e00b941e58d26a9c92f9b2b3232e4d25aff84e5d17e734eddd3a3"",""317353fa6dfa194a474b006a9a61ca51e99e2116edcc24d7533b775fa88406b8"",""a97649f676ce71bb2138bab1e535ea4af9818d8de516791e94d9e490d5a58064"",""5732525b1e570d40b321e6d1b987f1f537f8bd27aa8c14dbaab15316c0fc32f0"",""326d36cadaf2fb86561fac4eb0f106892321fe96c3dd02c843f3b20f888071dc""]",l80,80,0.95,0.95,0.0,True,no_gain,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,8.124819254882064,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,55.68406004943799,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,124.31089845313497,True,True,False,False,True,True,80.0,80.0,157.0,161.0,100.0,49.25228915308959,stop_failure_continue_success,stop_failure_continue_success,-0.953125,stop_failure_continue_success,stop_failure_continue_success,-0.9624999999999999
square:hb2_val:301021,square:hb2_val:301021,hb2_val,20,True,839273f7897db14aa088a9f0f50f04cbfcdb2a3f6f13b95d7b3a042ddd2ffed4,a387545caca9faa67c63a4d392c0b96ac1f11019911c1a56b2acac6fe170c125,before_anchor_suggest,20,0.0,0.0,"[""c5816db8e7ae84bd8b44c817bf4137d06984796b84f9fbca7b788c4fbc6529a5"",""c5816db8e7ae84bd8b44c817bf4137d06984796b84f9fbca7b788c4fbc6529a5"",""c5816db8e7ae84bd8b44c817bf4137d06984796b84f9fbca7b788c4fbc6529a5"",""c5816db8e7ae84bd8b44c817bf4137d06984796b84f9fbca7b788c4fbc6529a5"",""c5816db8e7ae84bd8b44c817bf4137d06984796b84f9fbca7b788c4fbc6529a5""]","[""e770ef775fe4558e95ab70bad500fbaca03cce59011f68519cc40ef60e8fafb3"",""e770ef775fe4558e95ab70bad500fbaca03cce59011f68519cc40ef60e8fafb3"",""e770ef775fe4558e95ab70bad500fbaca03cce59011f68519cc40ef60e8fafb3"",""e770ef775fe4558e95ab70bad500fbaca03cce59011f68519cc40ef60e8fafb3"",""e770ef775fe4558e95ab70bad500fbaca03cce59011f68519cc40ef60e8fafb3""]","[""695c08a1071d6731539a99a01822d3534b702a7fb4953840dad30fd93d8bbb30"",""f2fd9268071aac6dbc8fda04d820edbe80895e162a7951a45f11709eaacdf3c1"",""32ef8746412d2803fb530a7e985cc8a385ae1727f58d54814807bb4d5b320a88"",""6edef19bff3f1787ad529dde79a3b9cebcb14be0279b4ec3bc0a92556d13dd96"",""080ebe3a0870c8a4738834e963f4cb463d26cd83852e72903999f0b1320ed809""]",l5,5,-0.003125,-0.05,0.046875,False,both_failed_cost_only,False,False,False,False,False,False,0.0,0.0,0.0,nan,nan,nan,120.89482287300956,False,False,False,False,True,False,5.0,5.0,-0.003125,nan,nan,25.0,133.5186341865727,False,False,False,False,True,False,20.0,20.0,-0.0125,nan,nan,40.0,96.45641216174178,False,False,False,False,True,False,80.0,80.0,nan,nan,100.0,134.7436932334901,both_failure,both_failure,0.046875,both_failure,both_failure,0.037500000000000006
