root_id,stat_group_id,root_seed,method_id,canonical_execution,baseline_system_success,relation_to_none,takeover_t,selected_length,helper_steps_actual,changed_action_steps,utility,system_success,autonomous_completion,genuine_handoff_success,helper_completed_task,success_seen_under_helper,handoff_executed,first_raw_success_state,stable_success_state,handoff_t,first_success_wait_after_handoff,query_count,queried_times,decision_summary,decision_trace_available,query_trace_json,method_vs_s_star_outcome_difference,method_vs_s_star_utility_delta,diagnostic_focus
square:hb3p_test:500035,square:hb3p_test:500035,500035,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013114502071402967,""client_selected_length"":80,""history_sha256"":""bce853b3d6a8b4b689623ee79c85c02f35b0f3be4fc860a4dff56bfa12cc72a5"",""inference_seconds"":0.20340087392833084,""ipc_roundtrip_seconds"":0.10046222701203078,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0008915149373933673,""probabilities"":{""p0"":0.0347490703088266,""p_full"":0.20333373073466704,""p_genuine_20"":0.011132981762931099,""p_genuine_5"":0.009227354680433326,""p_genuine_80"":0.08915047545185313,""p_helper_20"":0.0012017143495565196,""p_helper_5"":0.0007552981701322006,""p_helper_80"":0.007195237411617655,""p_sys_20"":0.012539203551284683,""p_sys_5"":0.011925460198484839,""p_sys_80"":0.09947304888115494,""payload_sha256"":""782c7ce78c6707f9599dc3a698c684cb0a6476e32c9318b26a17a5e21cd5777d"",""prediction_head_seconds"":0.0008915149373933673,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500036,square:hb3p_test:500036,500036,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],True,-0.95,
square:hb3p_test:500036,square:hb3p_test:500036,500036,S_STAR,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,358.0,362.0,100.0,258.0,0,[],,False,[],False,0.0,
square:hb3p_test:500036,square:hb3p_test:500036,500036,M0_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,358.0,362.0,100.0,258.0,0,[],,False,[],False,0.0,
square:hb3p_test:500036,square:hb3p_test:500036,500036,RISK_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,358.0,362.0,100.0,258.0,0,[],,False,[],False,0.0,
square:hb3p_test:500036,square:hb3p_test:500036,500036,M1_GRID,M1_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,369.0,373.0,100.0,269.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""493ef15855b9e01393473aa34fd75fbffbae2e276c4d9cf1d3b5ee47e86c56ef"",""inference_seconds"":0.0015365229919552803,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006887250347062945,""probabilities"":{""p0"":0.22980342049372018,""p_full"":0.4648551525287268,""p_genuine_20"":0.1647138396087197,""p_genuine_5"":0.09464137079313484,""p_genuine_80"":0.4638036552617322,""p_helper_20"":0.01968213555772143,""p_helper_5"":0.00989647684537874,""p_helper_80"":0.018536461616321383,""p_sys_20"":0.19623910161865588,""p_sys_5"":0.12749959408764233,""p_sys_80"":0.5054119611771795,""prediction_head_seconds"":0.0006887250347062945},""reported_selected_length"":80}]",False,0.0,m1_genuine_rescue
square:hb3p_test:500036,square:hb3p_test:500036,500036,M4_GRID,M4_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,359.0,363.0,100.0,259.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.021831108024343848,""client_selected_length"":80,""history_sha256"":""493ef15855b9e01393473aa34fd75fbffbae2e276c4d9cf1d3b5ee47e86c56ef"",""inference_seconds"":0.3895648029865697,""ipc_roundtrip_seconds"":0.3413510909304023,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.001297352951951325,""probabilities"":{""p0"":0.05134605828704617,""p_full"":0.22915048214423642,""p_genuine_20"":0.021374716141208075,""p_genuine_5"":0.016518598570070996,""p_genuine_80"":0.12973631016702983,""p_helper_20"":0.002324728126215476,""p_helper_5"":0.0016334577295261672,""p_helper_80"":0.013301552411987244,""p_sys_20"":0.02424278433495408,""p_sys_5"":0.02184694705406265,""p_sys_80"":0.15005806882434758,""payload_sha256"":""75274bd30c2ca043cc225d91b7e1dd4ebd33ce4386b8f2e6c3e18e05b4adb650"",""prediction_head_seconds"":0.001297352951951325,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500037,square:hb3p_test:500037,500037,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500037,square:hb3p_test:500037,500037,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500037,square:hb3p_test:500037,500037,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500037,square:hb3p_test:500037,500037,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500037,square:hb3p_test:500037,500037,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""ffaa82db59a9ad2d7cbf13a9d2a22fe2537aac7e7f777fd5190aefd81cf3b3d7"",""inference_seconds"":0.0021488580387085676,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0010392640251666307,""probabilities"":{""p0"":0.07982771507256647,""p_full"":0.2751660167909233,""p_genuine_20"":0.03487363144994302,""p_genuine_5"":0.019664827623243314,""p_genuine_80"":0.15694136700185687,""p_helper_20"":0.0028010691769816244,""p_helper_5"":0.0005519647944860624,""p_helper_80"":0.0053009558813878165,""p_sys_20"":0.03892081523521829,""p_sys_5"":0.023365508778404376,""p_sys_80"":0.16759975706554864,""prediction_head_seconds"":0.0010392640251666307},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500037,square:hb3p_test:500037,500037,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013123354990966618,""client_selected_length"":80,""history_sha256"":""ffaa82db59a9ad2d7cbf13a9d2a22fe2537aac7e7f777fd5190aefd81cf3b3d7"",""inference_seconds"":0.31439587101340294,""ipc_roundtrip_seconds"":0.10058878397103399,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0009438199922442436,""probabilities"":{""p0"":0.03789793190181511,""p_full"":0.21374559852901612,""p_genuine_20"":0.012544363001209275,""p_genuine_5"":0.010842959392907638,""p_genuine_80"":0.10622962314367557,""p_helper_20"":0.0014157753163437632,""p_helper_5"":0.0009250603453456588,""p_helper_80"":0.008264802172352832,""p_sys_20"":0.01421047664210362,""p_sys_5"":0.014053724197607531,""p_sys_80"":0.11832327110064156,""payload_sha256"":""5535e8a6ad54f44cc600eac513fe3eb00c8710a90c2119f9bb6fa44b701492c0"",""prediction_head_seconds"":0.0009438199922442436,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500038,square:hb3p_test:500038,500038,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],True,-0.95,
square:hb3p_test:500038,square:hb3p_test:500038,500038,S_STAR,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,215.0,219.0,100.0,115.0,0,[],,False,[],False,0.0,
square:hb3p_test:500038,square:hb3p_test:500038,500038,M0_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,215.0,219.0,100.0,115.0,0,[],,False,[],False,0.0,
square:hb3p_test:500038,square:hb3p_test:500038,500038,RISK_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,215.0,219.0,100.0,115.0,0,[],,False,[],False,0.0,
square:hb3p_test:500038,square:hb3p_test:500038,500038,M1_GRID,M1_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,215.0,219.0,100.0,115.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""8e2bdb477bc97e582afda78ec7801f55b21b3eae39cb7df6c7ba352743879cf2"",""inference_seconds"":0.001508431974798441,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007278940174728632,""probabilities"":{""p0"":0.04832219066037558,""p_full"":0.31954171589542213,""p_genuine_20"":0.014731709800862601,""p_genuine_5"":0.006327985430068646,""p_genuine_80"":0.1598825853905839,""p_helper_20"":0.0011387476720601205,""p_helper_5"":0.00010829392910039664,""p_helper_80"":0.00317534473892347,""p_sys_20"":0.01626197462191048,""p_sys_5"":0.007075525368735125,""p_sys_80"":0.16555862532425858,""prediction_head_seconds"":0.0007278940174728632},""reported_selected_length"":80}]",False,0.0,m1_genuine_rescue
square:hb3p_test:500038,square:hb3p_test:500038,500038,M4_GRID,M4_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,215.0,219.0,100.0,115.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013283461099490523,""client_selected_length"":80,""history_sha256"":""8e2bdb477bc97e582afda78ec7801f55b21b3eae39cb7df6c7ba352743879cf2"",""inference_seconds"":0.24254971707705408,""ipc_roundtrip_seconds"":0.10049279197119176,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0009832869982346892,""probabilities"":{""p0"":0.03547867799483707,""p_full"":0.20287766099558108,""p_genuine_20"":0.011933993435967528,""p_genuine_5"":0.009676896855491668,""p_genuine_80"":0.09107488592183535,""p_helper_20"":0.0012986008696640034,""p_helper_5"":0.0007957319346142054,""p_helper_80"":0.007671642338387552,""p_sys_20"":0.013462029348900506,""p_sys_5"":0.012512661062894836,""p_sys_80"":0.10201897190456599,""payload_sha256"":""56f9210e496cbf532196ff16419276ad0a7afd70f55fa21010ab9b8735d1741f"",""prediction_head_seconds"":0.0009832869982346892,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500039,square:hb3p_test:500039,500039,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500039,square:hb3p_test:500039,500039,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500039,square:hb3p_test:500039,500039,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500039,square:hb3p_test:500039,500039,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500039,square:hb3p_test:500039,500039,M1_GRID,M1_GRID,False,genuine_rescue,80.0,20,20,20,0.9875,True,True,True,False,False,True,185.0,189.0,100.0,85.0,2,"[20, 80]",t20:L0;t80:L20,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""c08038531cde6a6a2f4505969d3669669593d8f1830bf7c4c6e25d3e258e3793"",""inference_seconds"":0.0013326579937711358,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006868129130452871,""probabilities"":{""p0"":0.05394552838402964,""p_full"":0.21016560331066625,""p_genuine_20"":0.019915019759056275,""p_genuine_5"":0.010151430011203532,""p_genuine_80"":0.09781243854317097,""p_helper_20"":0.0012065541676695964,""p_helper_5"":0.00017296364684503762,""p_helper_80"":0.002946047960897936,""p_sys_20"":0.02161083171138023,""p_sys_5"":0.011554408250136095,""p_sys_80"":0.10323873675911943,""prediction_head_seconds"":0.0006868129130452871},""reported_selected_length"":0},{""absolute_t"":80,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""3ef3acc3ac1f4b341f2d5f0cae14bf6393c8f2ed48c051035af4df8d0a2877c5"",""inference_seconds"":0.0022099469788372517,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007045059464871883,""probabilities"":{""p0"":0.16684419020263577,""p_full"":0.26192767025197,""p_genuine_20"":0.2939178420629093,""p_genuine_5"":0.149963867899208,""p_genuine_80"":0.034773643155914684,""p_helper_20"":0.023509696174257955,""p_helper_5"":0.015654677384554585,""p_helper_80"":0.13208276896008847,""p_sys_20"":0.3364385465268296,""p_sys_5"":0.198535086174907,""p_sys_80"":0.21923106517343427,""prediction_head_seconds"":0.0007045059464871883},""reported_selected_length"":20}]",True,1.0375,m1_vs_s_star_outcome_difference;m1_genuine_rescue
square:hb3p_test:500039,square:hb3p_test:500039,500039,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013157829991541803,""client_selected_length"":80,""history_sha256"":""c08038531cde6a6a2f4505969d3669669593d8f1830bf7c4c6e25d3e258e3793"",""inference_seconds"":0.19215101492591202,""ipc_roundtrip_seconds"":0.08049243898130953,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0009383209981024265,""probabilities"":{""p0"":0.037170878110126086,""p_full"":0.20876170833165292,""p_genuine_20"":0.012475807828494107,""p_genuine_5"":0.010362204372860262,""p_genuine_80"":0.0980469374126983,""p_helper_20"":0.0013539558583506956,""p_helper_5"":0.0008788397835812138,""p_helper_80"":0.007955765801658281,""p_sys_20"":0.014070540058718772,""p_sys_5"":0.013410863698324893,""p_sys_80"":0.10958340734030825,""payload_sha256"":""aadadf5bb5e3d07215656bd7a4b4ba0bb85817b8054a504ba5b1de8a2cf8da29"",""prediction_head_seconds"":0.0009383209981024265,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500040,square:hb3p_test:500040,500040,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500040,square:hb3p_test:500040,500040,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500040,square:hb3p_test:500040,500040,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500040,square:hb3p_test:500040,500040,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500040,square:hb3p_test:500040,500040,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""29f85e625148af964f740ea6a5912fd0be6e1b0dfc3d7e2ea880c335894bea6e"",""inference_seconds"":0.0012898059794679284,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006685639964416623,""probabilities"":{""p0"":0.06239310496030623,""p_full"":0.23595784067112455,""p_genuine_20"":0.02576948217657033,""p_genuine_5"":0.014524755353245423,""p_genuine_80"":0.12539955035899814,""p_helper_20"":0.0017128942612423537,""p_helper_5"":0.00030205838373188206,""p_helper_80"":0.0038911816267580405,""p_sys_20"":0.0281955615849937,""p_sys_5"":0.016866656319277418,""p_sys_80"":0.13270543282981695,""prediction_head_seconds"":0.0006685639964416623},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500040,square:hb3p_test:500040,500040,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013254120014607906,""client_selected_length"":80,""history_sha256"":""29f85e625148af964f740ea6a5912fd0be6e1b0dfc3d7e2ea880c335894bea6e"",""inference_seconds"":0.16711646795738488,""ipc_roundtrip_seconds"":0.08050430403091013,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.000963354017585516,""probabilities"":{""p0"":0.038606412256513484,""p_full"":0.21284211859692104,""p_genuine_20"":0.012880225537652985,""p_genuine_5"":0.01087528830021712,""p_genuine_80"":0.10547054064069773,""p_helper_20"":0.0014026001550081241,""p_helper_5"":0.0009347285423758093,""p_helper_80"":0.00844834704514854,""p_sys_20"":0.014538715843026684,""p_sys_5"":0.014103646814803805,""p_sys_80"":0.11787893344703493,""payload_sha256"":""a2d281c02ab963c8694b0a772eb34aba2b1c674d22254d026d369fbeee72273c"",""prediction_head_seconds"":0.000963354017585516,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500041,square:hb3p_test:500041,500041,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500041,square:hb3p_test:500041,500041,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500041,square:hb3p_test:500041,500041,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500041,square:hb3p_test:500041,500041,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500041,square:hb3p_test:500041,500041,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""0c4cbf2373e389fb9b155cde1a17b9076d018e6b3efaba5f9ba6b3f7ecb29185"",""inference_seconds"":0.0016229141037911177,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0009945150231942534,""probabilities"":{""p0"":0.051806566907202645,""p_full"":0.383122101302877,""p_genuine_20"":0.017744994375265864,""p_genuine_5"":0.006765551676939418,""p_genuine_80"":0.22865846372938878,""p_helper_20"":0.0013374270328220805,""p_helper_5"":0.0001258592079891216,""p_helper_80"":0.0035030188696700683,""p_sys_20"":0.01954288479525179,""p_sys_5"":0.007527361824766543,""p_sys_80"":0.23487671584385184,""prediction_head_seconds"":0.0009945150231942534},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500041,square:hb3p_test:500041,500041,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.01312042900826782,""client_selected_length"":80,""history_sha256"":""0c4cbf2373e389fb9b155cde1a17b9076d018e6b3efaba5f9ba6b3f7ecb29185"",""inference_seconds"":0.10539282998070121,""ipc_roundtrip_seconds"":0.0603706679539755,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0008892370387911797,""probabilities"":{""p0"":0.03761396306978861,""p_full"":0.21362539169178926,""p_genuine_20"":0.011889092812997402,""p_genuine_5"":0.010321186997246861,""p_genuine_80"":0.10034844764711368,""p_helper_20"":0.0012875812829015317,""p_helper_5"":0.0008624705071791233,""p_helper_80"":0.007853374195772143,""p_sys_20"":0.01340941228919268,""p_sys_5"":0.013344966949886738,""p_sys_80"":0.11182003525421891,""payload_sha256"":""0f128a971f48e788d144a7cf037880bb4eb3741a93f660570a558a1cb78bfb31"",""prediction_head_seconds"":0.0008892370387911797,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500042,square:hb3p_test:500042,500042,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500042,square:hb3p_test:500042,500042,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500042,square:hb3p_test:500042,500042,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500042,square:hb3p_test:500042,500042,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500042,square:hb3p_test:500042,500042,M1_GRID,M1_GRID,False,no_rescue_or_change,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,3,"[20, 80, 160]",t20:L0;t80:L0;t160:L0,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""0aa523d7fdbf4a61f94aed1a3b796cb482e9d5d00ba7a6872219105553eed1d0"",""inference_seconds"":0.0013143729884177446,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006746510043740273,""probabilities"":{""p0"":0.022624829018898698,""p_full"":0.19628070996068678,""p_genuine_20"":0.006156722243477327,""p_genuine_5"":0.0030239351511471553,""p_genuine_80"":0.04637959790375606,""p_helper_20"":0.0005277118689150516,""p_helper_5"":3.07326076656155e-05,""p_helper_80"":0.0019765902878157056,""p_sys_20"":0.006844721256608954,""p_sys_5"":0.0032984518577645616,""p_sys_80"":0.04945551126173087,""prediction_head_seconds"":0.0006746510043740273},""reported_selected_length"":0},{""absolute_t"":80,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""4757ac965384608f5f2a3e4b9851d77ab26f5e15a4ba166349b1756ce2aad2cc"",""inference_seconds"":0.0020768590038642287,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007382880430668592,""probabilities"":{""p0"":0.05191785354482428,""p_full"":0.10866242812348961,""p_genuine_20"":0.029954280966903134,""p_genuine_5"":0.016485871227151193,""p_genuine_80"":0.012017822887554422,""p_helper_20"":0.0036002206206247026,""p_helper_5"":0.0006659354619197137,""p_helper_80"":0.021364641479593657,""p_sys_20"":0.03529218379427823,""p_sys_5"":0.02007385253472027,""p_sys_80"":0.04111258747354518,""prediction_head_seconds"":0.0007382880430668592},""reported_selected_length"":0},{""absolute_t"":160,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""b5dd92dc34fb6403eb8081be15f910433c84ea96c19db25ffba090c61771a2e3"",""inference_seconds"":0.0013751790393143892,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006903830217197537,""probabilities"":{""p0"":0.032740298829893766,""p_full"":0.06805266715100823,""p_genuine_20"":0.008231996923184407,""p_genuine_5"":0.004718589590843624,""p_genuine_80"":0.008966555409781411,""p_helper_20"":0.001032895718990363,""p_helper_5"":0.00010850031789542805,""p_helper_80"":0.004309625382856485,""p_sys_20"":0.009661699804482615,""p_sys_5"":0.005502149241264576,""p_sys_80"":0.015096583098331062,""prediction_head_seconds"":0.0006903830217197537},""reported_selected_length"":0}]",False,0.05,m1_no_takeover
