canonical_group_id,canonical_payload_path,eligible_short_handoff,exclusion_reasons,initial_state_hash,l60_autonomous_completion,l60_episode_end_state_index,l60_episode_json,l60_first_raw_success_state,l60_genuine_handoff_success,l60_handoff_state_index,l60_system_success,l60_trajectory_path,l80_autonomous_completion,l80_episode_end_state_index,l80_episode_json,l80_first_raw_success_state,l80_genuine_handoff_success,l80_handoff_state_index,l80_system_success,l80_trajectory_path,none_system_success,protocol_hash,root_id,root_rollout_path,root_seed,task
square:hb4_source:800010,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/010.npz,False,L60_NOT_GENUINE_HANDOFF,ec79c661da1e664dbfbcc993a9d7a46e9bf16273c6de2fe872664a89d180d1ca,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800010.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800010.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800010.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800010.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800010,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_010.npz,800010,square
square:hb4_source:800011,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/011.npz,False,L60_NOT_GENUINE_HANDOFF,5ff22b046c57230ca6de66c1e3f0a93080de919e43682d6643bd3c9b9678edc6,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800011.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800011.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800011.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800011.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800011,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_011.npz,800011,square
square:hb4_source:800012,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/012.npz,True,,9eef4e8fe365da07738916068106ccd545150acd527805e3e9d3a1878c31f5d4,True,178,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800012.json,174,True,80,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800012.npz,True,178,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800012.json,174,True,100,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800012.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800012,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_012.npz,800012,square
square:hb4_source:800013,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/013.npz,False,L60_NOT_GENUINE_HANDOFF,0048808c03ef3fff2e7c4f24747c9b5ecec94340cb59bed87e3be349d2bae44e,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800013.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800013.npz,True,132,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800013.json,128,True,100,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800013.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800013,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_013.npz,800013,square
square:hb4_source:800014,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/014.npz,False,L60_NOT_GENUINE_HANDOFF,8d70cbf21d5477bf0e641cb73a795b0be7ebf9623b9b2aeb9489fa4bf394f6b8,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800014.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800014.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800014.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800014.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800014,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_014.npz,800014,square
square:hb4_source:800015,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/015.npz,False,L60_NOT_GENUINE_HANDOFF,0877b51666a0124d03a6a6d3ec2888d3b2937fe12585ce7f156ed240d258978a,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L60/square__hb3p_stop_continue_formal__800015.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L60/square__hb3p_stop_continue_formal__800015.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L80/square__hb3p_stop_continue_formal__800015.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L80/square__hb3p_stop_continue_formal__800015.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800015,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_015.npz,800015,square
square:hb4_source:800016,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/016.npz,False,L60_NOT_GENUINE_HANDOFF,a375d38696ee9a5763c7630445a54af67449a36b2a5b2a1dcee4fa2b7b99d805,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L60/square__hb3p_stop_continue_formal__800016.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L60/square__hb3p_stop_continue_formal__800016.npz,True,174,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L80/square__hb3p_stop_continue_formal__800016.json,170,True,100,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L80/square__hb3p_stop_continue_formal__800016.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800016,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_016.npz,800016,square
square:hb4_source:800017,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/017.npz,False,NONE_SUCCESS,7ce18d5e2e8357eab3be56b249a188ecfc0b43e15926bb63fdb5a10fe9e7e6eb,True,110,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800017.json,106,True,80,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800017.npz,True,347,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800017.json,343,True,100,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800017.npz,True,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800017,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_017.npz,800017,square
square:hb4_source:800018,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/018.npz,True,,ef6a5f32c48f3a3f5f4a703b123bf50db06e14545aaf82b2f91e81b4c2736126,True,132,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800018.json,128,True,80,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800018.npz,True,182,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800018.json,178,True,100,True,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800018.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800018,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_018.npz,800018,square
square:hb4_source:800019,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/019.npz,False,L60_NOT_GENUINE_HANDOFF,a6f32dd49e6b7d2c56322d4c469b23103d387f50a52820f2832e09d6bdc35b8a,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800019.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800019.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800019.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800019.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800019,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_019.npz,800019,square
square:hb4_source:800020,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/payloads/020.npz,False,L60_NOT_GENUINE_HANDOFF,c46b6b119615baf47428bdc8005cb9086ec35195c9beeae44d5f74c7e974f1d4,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800020.json,,False,80,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800020.npz,False,400,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800020.json,,False,100,False,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800020.npz,False,040b679569eaab02f577c056fdc85f2049a19af3ad8351fc50d35c7afe46c3d3,square:hb3p_stop_continue_formal:800020,/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/roots/rollout_020.npz,800020,square
