root_id,shared_t20_verified,helper_predecision_t80_verified,state_hash_t20,action_hash_t20
square:hb3p_stop_continue_test:700010,True,True,ea897c986fb48232cc0c2569297d5700e0aafdab230737bc534ab524f5b38f5b,0aea2515f72546f41a2ef1eca34bffd58d787a6f31bfd3eee8036c9540e0c459
square:hb3p_stop_continue_test:700011,True,True,9c2af52e7d82fa89d837d25f08eddbbe65661c834dff6450a8f64f9bcf95f2f2,32487c9ecdd60e23be68bf728aa26acbf98fb5b4e29d3f9bbf06a6d302b18cb2
square:hb3p_stop_continue_test:700012,True,True,549ac85d3f32008be66aa8420c7717ec51d27de7fa23e18db7b791b03b04b484,02b6ec6e9a93cf9d29045cdcb7497cfbdce8b13322b403fc3e1578c786e3bc78
square:hb3p_stop_continue_test:700013,True,True,04e80d7d685352401987e0e3082cb2daca250b260705f086ab6d4ebfef679467,d7a3f2999d2c238b27700704285cace3ce5f70f470faa51667fd6c830b2e3bc1
square:hb3p_stop_continue_test:700014,True,True,0549bd83e1279832461002223cc5afafd9c649b640d7388e927b0fde55169c2d,e8c95e28e5f5414ced17f99452e0c4639ed9534b628e52eba1a036640d7cda97
square:hb3p_stop_continue_test:700015,True,True,bb286f95ab9dbfbc06586f5c9bff10844a29b2439fe1c660b95677b75b63ea7d,9907b6331a9956b143289b3122cb02723046c26ca3bbd509cc2a5fe4da676079
square:hb3p_stop_continue_test:700016,True,True,d24ffc77dd627555e0e5a93ea00c82cf068d2b91da082640837f000bfc4a1386,2f9302012560501209968928b77b21b6d998e1100018159becf89561b1e56ea7
square:hb3p_stop_continue_test:700017,True,True,7a932f3147ebb80e7424091e5f6fb0948ca4976bb4c6a57b14e4228f60af2227,b0d743781a5e8faa83bf135973c261c49c786a2b889fcbd188fe9a0dbc891b2c
square:hb3p_stop_continue_test:700018,True,True,92ac5151ac29780d3453bec3227825a4b5a061c715c5cbf9d2c8f9ffb62387b1,e7a7cc437c1932c98c72e71bfdd4f9007a43cab3d6051cb1a9924497c4012004
square:hb3p_stop_continue_test:700019,True,True,062844228d14ece6bf0e085250b821f33c5d012f2e4675b60ee1be020d94e3be,066809182b7214cc74814dff6742ac7d212c4e0d5e34075dc553f2243dc383a2
square:hb3p_stop_continue_test:700020,True,True,93b98fcaa00f9a803296a1d6579c2887cc75308fa81e1f4d72bbebaf5cad52c0,017ce23a91da552632f54313b64bedb0f9fc3ee081bc97770d294d895083358e
square:hb3p_stop_continue_test:700021,True,True,6752308cba8d6ebd267b11b75f44ea93815a148d1f8ac97f6dade6cca29f259a,0dbc8ddffaa5359257ccfa4abe4a2c4eb24b6cb1f6c654814d262b3e645e209c
square:hb3p_stop_continue_test:700022,True,True,580e347b596d7d8ae34885825b882aebe05fe34a64e4a3930660ed005e0f943a,136084fe4f97c887a824c911c01a001d88a67c74d7d68fdb8e7d38bf9820d058
square:hb3p_stop_continue_test:700023,True,True,43c4048e1aab62bb81b7bbe2f969a9cb83d6f13582636dce12dc171f28ee3629,cbaf01224032bee081ec14b505114290ce9c5ff5d1bd36790bf776929260c858
square:hb3p_stop_continue_test:700024,True,True,fd4939652cb3f140ec04a10658de5ef1efc21a043a54127cbe3fffe5376968ca,e80e065e0a8bb9463ea8d334d9d51bcc588583401bb2335188ed1984c032c9a2
square:hb3p_stop_continue_test:700025,True,True,327494a425c22e9bbd83a2004a05e3dc4353ffeecd0758e09c61131a159a2e58,23d33ed73aa09717e533c933a533fb3d770471021572eaba48a3fbf1530fc045
square:hb3p_stop_continue_test:700026,True,True,3b00e5bb04d22a5328ed807bca9a39a116e6bf5dbb94e8015112e381b503c9a1,24fa3eb119038f663dd6b6d1bd796decbb221247a3d0be1364e9fa85ebad5334
square:hb3p_stop_continue_test:700027,True,True,7bf5a633bf5913c044131d47d13e0dd09d51ef2bf317912fe8b4a3ded3fd551b,ffc99abc886de6180a6b9b79badc5339bd2624870413ed27096a1ef2f53232db
square:hb3p_stop_continue_test:700028,True,True,d0f223e409f433a3d11682d96397d85849e76ca0b474c9a7bdd1a202d119d9ce,d81bc9567aa389f2cfd3c9d5180ee725693ebb07b02b4e5048ded2d406f5123e
square:hb3p_stop_continue_test:700029,True,True,86229e1402cd4dbc758839f62aa9d3834e8992a0924e4d55af2c390501273ed4,eefe78ec69d31d67f8248a662bddbba5740e84cdfea619abceb1e94dd3c0dc64
square:hb3p_stop_continue_test:700030,True,True,822eca79de890533ae2c1625f04a541bab6f53b024e8fe4f3250336f88a7f236,0f180db9ef2724be0d0ad8cc724acbbf2a0726686282db5f4111761a1620920c
square:hb3p_stop_continue_test:700031,True,True,0e094e7058de2fccbb680e8a8fe2230fbcc068a3515a1391ad5fc3b181de3e82,d4cf8b1429e05a85169a686073e5eea66da2c1b12c653e5eb0bddbc157f173a7
square:hb3p_stop_continue_test:700032,True,True,ba889d12bc03dec9ebffea0dc146ed954cc16c0b18ed46f8ef85c9743f3ada4a,6e7a5015b05487792d9abb9c62ec51a5ac5d64927ed77298b47249dc47185cae
square:hb3p_stop_continue_test:700033,True,True,db154ac649b9c8c66eb28ab9483a7b8ea284dd2992664dd5eb26f85bdf6b1c86,37a6c4c2902d571e411289cb0dc5852f812e3015614bb4992966c942fa59df61
square:hb3p_stop_continue_test:700034,True,True,0027bbd084f611abc27648cc5538e1a34bd662bba6311bdb81e629b5403d045c,4d758900e717a4b8e80ad27483b226bce59a5a980a985769d9bdf9b09541ef1e
square:hb3p_stop_continue_test:700035,True,True,8007f059b5ed2a08928acc2c9e583a80a0fd4bbca1d9f2755c776a40f17b728a,04b4a5c8b35f4d3bc183ab25cf5f34292b0577fa694c67b90b3b8cd3ab9c6318
square:hb3p_stop_continue_test:700036,True,True,2ae75eb9541812c7fd36189806a45c8607cd6d699b03bbe91ff87450cf3a0716,a7f1d23d44615fbc9da106a38b911a296d3ae9ef5eab89f494717cceaaac20aa
square:hb3p_stop_continue_test:700037,True,True,74467fb696e07d29385916f60bd18e455eeed417ca0aec76752b8d926c6f644b,caabf6a2686d61a311d1b2d0edf2d86c84d45b15c674b6c97cec569ea8d7d05f
square:hb3p_stop_continue_test:700038,True,True,ce1fad2d4ba71867cb20f6bfe319020db5949818908fca56bdfc55950b4323d7,624766db90bff683e9194accbc2149399f099d2c6b3d91cd26fb651b23f9f95b
square:hb3p_stop_continue_test:700039,True,True,5486c5a61e2833646e1ee51e9f7c6a92689016d6d97dc09e081089e5988d2a50,88124ea62babb0c022928f3311f05592813a3787b46857fa32f09f622f35b84a
